договор	ТУ	район	наименование	Сеть
1072	210720033	МЭС - район реализации 1	э/э при СОИД 1р-н ул.Дзержинского 5 кв.9	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 5" > Дзержинского 5
1072	210720034	МЭС - район реализации 1	э/э при СОИД 1р-н ул.Дзержинского 5 кв.10	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 5" > Дзержинского 5
1072	210720035	МЭС - район реализации 1	Помещение	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-25" > ТП - 25 > РУ-0,4 кВ > ф. "К. Маркса 20, 22, 24" > К. Маркса 24
1073	210390002	МЭС - район реализации 1	э/э на СОИД 1р-н Советская 23 корп.1	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 14 > РУ-0,4 кВ > ф. "Советская 23/1" > Советская 23/1
1073	210390003	МЭС - район реализации 1	Нежилое помещение	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 14 > РУ-0,4 кВ > ф. "Советская 23/1" > Советская 23/1
1073	210730010	МЭС - район реализации 1	Нежилое помещение	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 302 > РУ-0,4 кВ > ф. "Берзина 3 каб. А" > Берзина 3
1073	210730011	МЭС - район реализации 1	э/э при СОИД 1 р-н Берзина 3	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 302 > РУ-0,4 кВ > ф. "Берзина 3 каб. А" > Берзина 3
1074	210740001	МЭС - район реализации 1	Др.аб.3237 Офис	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "РП-1 ввод А" > РП - 1 секц. 1 > ЛЭП-6 кВ "ТП - 153, ТП - 111" > ТП - 111 > РУ-0,4 кВ > ф. "Нагаевская 51 каб. А" > Нагаевская 51
1074	210740002	МЭС - район реализации 1	Др.аб.3237 ОДН 1р-н Нагаевская 51	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "РП-1 ввод А" > РП - 1 секц. 1 > ЛЭП-6 кВ "ТП - 153, ТП - 111" > ТП - 111 > РУ-0,4 кВ > ф. "Нагаевская 51 каб. А" > Нагаевская 51
1077	210770002	МЭС - район реализации 1	Блок обслуживания 2	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-25" > ТП - 25 > РУ-0,4 кВ > ф. "Пушкина 11/11 каб. Б" > Пушкина 11/11
1077	210770013	МЭС - район реализации 1	Служебная квартира	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-126" > ТП - 126 > РУ-0,4 кВ > ф. "Пролетарская 3А" > Пролетарская 3-а
1077	210770016	МЭС - район реализации 1	Служебная квартира	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-126" > ТП - 10 > РУ-0,4 кВ
1081	210810001	МЭС - район реализации 1	Нежилое помещение	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-29" > ТП - 29 > РУ-0,4 кВ > ф. "Транспортная 27" > Транспортная 27
1081	210810002	МЭС - район реализации 1	э/э при СОИД 1р-н ул.Транспортная 27	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-29" > ТП - 29 > РУ-0,4 кВ > ф. "Транспортная 27" > Транспортная 27
1082	210820001	МЭС - район реализации 1	э/э при СОИД 1р-н Колымское шоссе дом11	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 303 > РУ-0,4 кВ > ф. "Колымское ш 11 п.2" > Колымское шоссе 11
1082	210820002	МЭС - район реализации 1	Склад Колымское шоссе дом 11	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 303 > РУ-0,4 кВ > ф. "Колымское ш 11 п.2" > Колымское шоссе 11
1083	210830001	МЭС - район реализации 1	откл.Реконструкция нежилого по	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-126" > ТП - 10 > РУ-0,4 кВ
1093	210930001	МЭС - район реализации 1	Шиномонтаж	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-300" > ТП - 300 > РУ-0,4 кВ > ВЛ-0,4 кВ "Стоянка"
1095	210950003	МЭС - район реализации 1	Гараж	ЮЭС > ПС 35/6 "КПД" > Т1 > СШ-1 > ЛЭП-6кВ "ТП - 134" > ТП - 91 > РУ-0,4 кВ
1099	210990001	МЭС - район реализации 1	Административное здание	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "Порт" > ТП - 87 > РУ-0,4 кВ
11	200110001	МЭС - район реализации 1	Административное здание	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-654" > ТП - 654 > РУ-0,4 кВ
11	200110002	МЭС - район реализации 1	Административное здание	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-654" > ТП - 654 > РУ-0,4 кВ
1101	211010001	МЭС - район реализации 1	Нежилое помещение (офис Теле 2)	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –190» > ТП - 221 > РУ-0,4 кВ > ф. "Гагарина 7"
1102	211020001	МЭС - район реализации 1	Магазин"Регина"	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "РП-1 ввод А" > РП - 1 секц. 1 > ЛЭП-6 кВ "ТП - 153, ТП - 111" > ТП - 111 > РУ-0,4 кВ > ф. "Коммуны 17 каб .А" > Коммуны 17
1102	211020002	МЭС - район реализации 1	э/э при СОИД 1р-н Коммуны 17	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "РП-1 ввод А" > РП - 1 секц. 1 > ЛЭП-6 кВ "ТП - 153, ТП - 111" > ТП - 111 > РУ-0,4 кВ > ф. "Коммуны 17 каб .А" > Коммуны 17
1103	211030001	МЭС - район реализации 1	Магазин	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-12" > ТП - 69 > РУ-0,4 кВ > ф. "Ленина 30" > Ленина 30
1103	211030002	МЭС - район реализации 1	э/э при СОИД 1р-н Ленина 30	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-12" > ТП - 69 > РУ-0,4 кВ > ф. "Ленина 30" > Ленина 30
1106	211060001	МЭС - район реализации 1	"Ше-Рояль"(цокольный этаж)	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-126" > ТП - 10 > РУ-0,4 кВ > ф. "К. Маркса 31/18" > К. Маркса 31/18
1106	211060002	МЭС - район реализации 1	э/э при СОИД 1 р-н К.Маркса 31/18	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-126" > ТП - 10 > РУ-0,4 кВ > ф. "К. Маркса 31/18" > К. Маркса 31/18
1110	211100001	МЭС - район реализации 1	ОДН МАРЧЕКАНСКОЕ ШОССЕ ДОМ 20	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный блок дом №1" > Марчеканское шоссе 20
1110	211100002	МЭС - район реализации 1	ОДН прев.норм МАРЧЕКАНСКОЕ ШОССЕ ДОМ 20	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный блок дом №1" > Марчеканское шоссе 20
1110	211103001	МЭС - район реализации 1	ОДН прев.норм МАРЧЕКАНСКОЕ ШОССЕ ДОМ 22	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный дом блок №2" > Марчеканское шоссе 22
1110	211104001	МЭС - район реализации 1	э/э при СОИД МАРЧЕКАНСКОЕ ШОССЕ ДОМ 20	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный блок дом №1" > Марчеканское шоссе 20
1110	211104002	МЭС - район реализации 1	э/э при СОИД МАРЧЕКАНСКОЕ ШОССЕ ДОМ 22	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный дом блок №2" > Марчеканское шоссе 22
1110	211105001	МЭС - район реализации 1	ОДН уступ.долга МАРЧЕКАНСКОЕ ШОССЕ ДОМ 22	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный дом блок №2" > Марчеканское шоссе 22
1110	211105003	МЭС - район реализации 1	ОДН уступ.долга МАРЧЕКАНСКОЕ ШОССЕ ДОМ 20	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –103» > ТП - 145 > РУ-0,4 кВ > ф. "12 квартирный блок дом №1" > Марчеканское шоссе 20
1112	211120001	МЭС - район реализации 1	Магазин 	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-109" > ТП - 72 секция 2 > РУ-0,4 кВ > ф. "Коммуны 9" > Коммуны 9
1112	211120002	МЭС - район реализации 1	э/э при СОИД 1 р-н Коммуны 9	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-109" > ТП - 72 секция 2 > РУ-0,4 кВ > ф. "Коммуны 9" > Коммуны 9
1114	211140001	МЭС - район реализации 1	др.аб. 141 МЭС Стоянка-гараж	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-8" > ТП - 188 > РУ-0,4 кВ
1116	211160000	МЭС - район реализации 1	э/э при СОИД 1р-н Берзина 4/2	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 310 > РУ-0,4 кВ > ф. "Берзина 4/2 каб. Б" > Берзина 4 корп 2
1116	211160001	МЭС - район реализации 1	Склад	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 310 > РУ-0,4 кВ > ф. "Берзина 4/2 каб. Б" > Берзина 4 корп 2
1116	211160004	МЭС - район реализации 1	перасчет за июль за код 007	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 310 > РУ-0,4 кВ > ф. "Берзина 4 каб. Б" > Берзина 4 
1116	211160007	МЭС - район реализации 1	н/в ушел в л/сч 330844 Магазин "Сатурн"	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 310 > РУ-0,4 кВ > ф. "Берзина 4 каб. Б" > Берзина 4 
1116	211160008	МЭС - район реализации 1	н/вэ/э при СОИД 1 р-н Берзина 4	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 310 > РУ-0,4 кВ > ф. "Берзина 4 (кв.31-65)" > Берзина 4 
1116	211160009	МЭС - район реализации 1	Склад	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-310" > ТП - 118 > РУ-0,4 кВ > ВЛ-0,4 кВ "Поселок"
1116	211160010	МЭС - район реализации 1	Контора	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-8" > ТП - 33 > РУ-0,4 кВ
1116	216070003	МЭС - район реализации 1	Контора	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-8" > ТП - 33 > РУ-0,4 кВ
112	232000009	МЭС - район реализации 1	Нежилое помещение 	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 303 > РУ-0,4 кВ > ф. "Берзина 3В п.3" > Берзина 3В
112	232000010	МЭС - район реализации 1	э/э при СОИД 1 р-н Берзина 3В	ЮЭС > ПС 35/6 "АВТОТЭК" > ЛЭП-6кВ "ТП-302" > ТП - 303 > РУ-0,4 кВ > ф. "Берзина 3В п.3" > Берзина 3В
1122	211220000	МЭС - район реализации 1	э/э при СОИД 1р-н ул.К.Маркса 27 м-н Борокко	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 40 > РУ-0,4 кВ > ф. "К. Маркса 27" > К. Маркса 27
1122	211220001	МЭС - район реализации 1	Магазин "Барокко"	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 40 > РУ-0,4 кВ > ф. "К. Маркса 27" > К. Маркса 27
114	201140001	МЭС - район реализации 1	Здание станции	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –190» > ТП - 221 > РУ-0,4 кВ
114	201140002	МЭС - район реализации 1	Наблюдательный пункт	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "Порт" > ТП - 607 > РУ-0,4 кВ
114	201140003	МЭС - район реализации 1	Постоянные потери х/х	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "Порт" > ТП - 607 > РУ-0,4 кВ
1144	211440001	МЭС - район реализации 1	Изготовление памятников	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 14 > РУ-0,4 кВ > ф. "Вострецова 4 п. 1" > Вострецова 4
1144	211440002	МЭС - район реализации 1	Перерасчет за код 1	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 14 > РУ-0,4 кВ > ф. "Вострецова 4 п. 1" > Вострецова 4
1144	211440004	МЭС - район реализации 1	э/э при СОИД 1р-н ул.Вострецова 4 изготовление памятников	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 14 > РУ-0,4 кВ > ф. "Вострецова 4 п. 1" > Вострецова 4
1147	211470001	МЭС - район реализации 1	Помещение в административном здании (3 этаж) 	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 1 каб. А" > Дзержинского 1
1147	211470002	МЭС - район реализации 1	Электрообогрев 20,23%	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 1 каб. А" > Дзержинского 1
1147	211470003	МЭС - район реализации 1	гаражи 11,12,13	ЮЭС > ПС 35/6 "ПИВЗАВОД" > Т2 > СШ-2 > ЛЭП-6кВ "ТП-159" > ТП - 159 секция 1 > РУ-0,4 кВ
1147	211470004	МЭС - район реализации 1	Пер-т за июль(2код) по тар 6.2057	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 1 каб. А" > Дзержинского 1
1147	211470005	МЭС - район реализации 1	Пер-т за июль(2код) по тар 6.4244	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-194 ввод Б" > ТП - 42 > РУ-0,4 кВ > ф. "Дзержинского 1 каб. А" > Дзержинского 1
1151	211513001	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 11	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 114 > РУ-0,4 кВ > ф. "Билибина 11" > Билибина 11
1151	211513002	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 13	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 114 > РУ-0,4 кВ > ф. "Билибина 13" > Билибина 13
1151	211513003	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 14	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 112 > РУ-0,4 кВ > ф. "Билибина 14" > Билибина 14
1151	211513004	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 15	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 114 > РУ-0,4 кВ > ф. "Билибина 15" > Билибина 15
1151	211513005	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 16	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-14" > ТП - 112 > РУ-0,4 кВ > Билибина 16
1151	211513006	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 18	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-29" > ТП - 44 > РУ-0,4 кВ > ф. "Полярная 15, Билибина 16, 18" > Билибина 18
1151	211513010	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 29	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "РП-1 ввод А" > РП - 1 секц. 1 > ЛЭП-6 кВ "ТП - 153, ТП - 111" > ТП - 110 > РУ-0,4 кВ > ф. "Билибина 29 каб. А" > Билибина 29
1151	211513011	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 3	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-12" > ТП - 15 > РУ-0,4 кВ > ф. "Билибина 5" > Билибина 3
1151	211513012	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 5	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-12" > ТП - 15 > РУ-0,4 кВ > ф. "Билибина 5" > Билибина 5
1151	211513013	МЭС - район реализации 1	ОДН прев.норм БИЛИБИНА ДОМ 6-А	ЮЭС > ПС 35/6 "ДЭС" > ЛЭП-6кВ "ТП-12" > ТП - 69 > РУ-0,4 кВ > ф. "Билибина 6, 6А" > Билибина 6А
1151	211513014	МЭС - район реализации 1	ОДН прев.норм ГАГАРИНА ДОМ 2-А	ЮЭС > ПС 35/6 "НАГАЕВСКАЯ" > ЛЭП-6 кВ «ТП –190» > ТП - 140 > РУ-0,4 кВ > ф. "Гагарина 2А п. 2" > Гагарина 2А
